gene,mean_expression
HCG9,0.0014773638
AL122125.1,0.0014773638
LRRC71,0.0014773638
ZNF860,0.0014773638
BX255923.1,0.0014773638
MFSD2B,0.0014773638
AC121338.2,0.0014773638
MGARP,0.0014773638
AC233263.6,0.0014773638
GABRQ,0.0014773638
AL513550.1,0.0014773638
AC009237.15,0.0014773638
AC099792.1,0.0014773638
U47924.3,0.0014773638
DUOX1,0.0014773638
LGI3,0.0014773638
AC002553.1,0.0014773638
FAM209B,0.0014773638
CLPS,0.0014773638
RHCE,0.0014523237
AL031432.3,0.0014523237
AC109449.1,0.0014523237
AC090948.1,0.0014523237
HCG17,0.0014523237
CYP11A1,0.0014523237
AC005498.2,0.0014523237
CRHBP,0.0014523237
AC114811.2,0.0014523237
KCNK15,0.0014523237
BHMT2,0.0014523237
FAM69C,0.0014523237
AC107373.2,0.0014523237
AL451069.2,0.0014523237
LINC01144,0.0014523237
ASB12,0.0014523237
CBS,0.0014523237
TSACC,0.0014523237
AC084756.1,0.0014523237
AC095055.1,0.0014523237
AC027682.1,0.0014523237
MCM3AP-AS1,0.0014523237
AL451007.3,0.0014523237
FOXD4,0.0014523237
LINC01102,0.0014523237
MATN1,0.0014523237
NEK10,0.0014523237
LRIT3,0.0014523237
AL732314.4,0.0014523237
AC020922.4,0.0014523237
AC092118.2,0.0014523237
GABRA3,0.0014523237
AL590708.1,0.0014523237
BBOX1-AS1,0.0014523237
SLC25A48,0.0014523237
LRRC74B,0.0014523237
LRRC39,0.0014523237
AC006504.1,0.0014272836
LINC01857,0.0014272836
CRYGD,0.0014272836
CCDC173,0.0014272836
SYPL2,0.0014272836
AL360219.1,0.0014272836
AL390066.1,0.0014272836
AL024507.2,0.0014272836
AC073610.3,0.0014272836
AC021242.3,0.0014272836
CKMT2,0.0014272836
AL049840.2,0.0014272836
AL133346.1,0.0014272836
POPDC3,0.0014272836
FGFBP2,0.0014272836
SVOPL,0.0014272836
AL132639.2,0.0014272836
AL360012.1,0.0014272836
AC008637.1,0.0014272836
AL139339.1,0.0014272836
LINC00882,0.0014272836
MBOAT1,0.0014272836
LINC01929,0.0014272836
ZNF365,0.0014272836
AP002490.1,0.0014272836
MSX2,0.0014272836
AC069277.1,0.0014272836
LINC01117,0.0014272836
AC092354.2,0.0014272836
LINC02166,0.0014272836
AC023794.3,0.0014272836
ACTA1,0.0014272836
AC008555.5,0.0014272836
ART3,0.0014272836
FAM25G,0.0014272836
AC087741.2,0.0014272836
KIAA1614-AS1,0.0014272836
AC110285.5,0.0014272836
CNNM3-DT,0.0014272836
AC073575.2,0.0014272836
AC137630.2,0.0014272836
AL662797.1,0.0014272836
SLC17A7,0.0014022436
KLK5,0.0014022436
AP000757.1,0.0014022436
ZACN,0.0014022436
SERF1A,0.0014022436
AC034231.1,0.0014022436
LINC02449,0.0014022436
AF131215.7,0.0014022436
CHI3L1,0.0014022436
AL157904.1,0.0014022436
AL121761.2,0.0014022436
CCDC175,0.0014022436
AC131097.2,0.0014022436
SPAG17,0.0014022436
AC068620.1,0.0014022436
AC099676.1,0.0014022436
AL136382.1,0.0014022436
CDK15,0.0014022436
LYPD5,0.0014022436
IBA57-DT,0.0014022436
AL590226.1,0.0014022436
AL512274.1,0.0014022436
AC027449.1,0.0014022436
LINC01124,0.0013772035
C5AR2,0.0013772035
AC126755.3,0.0013772035
AL133383.1,0.0013772035
MTMR8,0.0013772035
ADARB2,0.0013772035
PHEX,0.0013772035
IL10,0.0013772035
AC040970.1,0.0013772035
CADM3-AS1,0.0013772035
AP001528.1,0.0013772035
BACH1-IT2,0.0013772035
WWC2-AS2,0.0013772035
LINC01977,0.0013772035
LINC01748,0.0013772035
AC140725.1,0.0013772035
SPART-AS1,0.0013772035
AL357055.3,0.0013772035
AC084782.3,0.0013772035
AC009802.1,0.0013772035
MYH13,0.0013772035
AC078883.1,0.0013772035
AL132656.2,0.0013772035
PCDHGA5,0.0013772035
MESP2,0.0013772035
CFAP58,0.0013772035
STK31,0.0013772035
AC055874.1,0.0013772035
AC005329.1,0.0013772035
GNAS-AS1,0.0013772035
TMSB15B,0.0013521635
BAALC-AS2,0.0013521635
AP006623.1,0.0013521635
LRRN4,0.0013521635
TP53AIP1,0.0013521635
MIR133A1HG,0.0013521635
DNAH2,0.0013521635
AC011498.6,0.0013521635
OMD,0.0013521635
AC104187.1,0.0013521635
AC000068.3,0.0013521635
ZNF699,0.0013521635
CCDC13,0.0013521635
AC013472.3,0.0013521635
AC002116.2,0.0013521635
ENKUR,0.0013521635
LINC01088,0.0013521635
HSPB9,0.0013521635
AC018809.2,0.0013521635
TNNI3K,0.0013521635
NLRC4,0.0013521635
EDA2R,0.0013521635
AL391987.4,0.0013521635
SSTR3,0.0013521635
ITGB3,0.0013521635
CTXN2,0.0013521635
AC245100.7,0.0013521635
NEK5,0.0013521635
SP2-AS1,0.0013521635
CACNA1I,0.0013521635
AC011899.2,0.0013521635
FCAMR,0.0013521635
AC011815.2,0.0013521635
TTLL9,0.0013521635
AC005332.3,0.0013521635
AC080037.1,0.0013521635
AC127070.2,0.0013521635
SNAI3,0.0013521635
CHIT1,0.0013521635
AC084855.1,0.0013271234
AL732292.2,0.0013271234
AC024610.2,0.0013271234
AC107871.2,0.0013271234
AC124312.1,0.0013271234
AC079766.1,0.0013271234
NR2E3,0.0013271234
LINC00939,0.0013271234
AC000068.1,0.0013271234
AP001160.1,0.0013271234
BHLHE40-AS1,0.0013271234
AC005383.1,0.0013271234
CPN1,0.0013271234
LEMD1,0.0013271234
HIST2H2AB,0.0013271234
ZMAT4,0.0013271234
IL1RL2,0.0013271234
AC046168.2,0.0013271234
AC024560.3,0.0013271234
CASQ1,0.0013271234
PMFBP1,0.0013271234
AC239799.2,0.0013271234
TSPEAR-AS2,0.0013271234
AC016596.1,0.0013271234
AC093901.1,0.0013271234
POT1-AS1,0.0013271234
SPATA31E1,0.0013271234
RAMP2-AS1,0.0013271234
AC090510.3,0.0013271234
AC079447.1,0.0013020834
CASS4,0.0013020834
AL359198.1,0.0013020834
HIST1H2AH,0.0013020834
BBOX1,0.0013020834
TMEM232,0.0013020834
AL031118.1,0.0013020834
LINC00861,0.0013020834
MAG,0.0013020834
XKR9,0.0013020834
AL133406.3,0.0013020834
GRIK1-AS1,0.0013020834
DUSP27,0.0013020834
HIST1H3F,0.0013020834
BFSP2,0.0013020834
RLN2,0.0013020834
TLR6,0.0013020834
CREG2,0.0013020834
AC100771.2,0.0013020834
WNT2,0.0013020834
ANKRD2,0.0013020834
AC104695.3,0.0013020834
AC007126.1,0.0013020834
AC005261.2,0.0013020834
AP005205.2,0.0013020834
AL121890.2,0.0013020834
ADGRF3,0.0013020834
RTBDN,0.0013020834
GPC5,0.0013020834
GNRH2,0.0013020834
SFTPA2,0.0013020834
AL359232.1,0.0013020834
AP000439.3,0.0013020834
AC010654.1,0.0013020834
AC009108.3,0.0013020834
PDX1,0.0013020834
STXBP5L,0.0013020834
MYOT,0.0013020834
AC015813.4,0.0013020834
AC015961.2,0.0013020834
AC103746.1,0.0013020834
CCDC114,0.0012770433
PKHD1,0.0012770433
NDP,0.0012770433
AL354950.2,0.0012770433
AL050343.1,0.0012770433
AC009090.3,0.0012770433
FCER1A,0.0012770433
NXPE2,0.0012770433
FUT9,0.0012770433
CLEC12A,0.0012770433
LINC02568,0.0012770433
HIST1H2AJ,0.0012770433
IGFBP7-AS1,0.0012770433
FAM19A1,0.0012770433
AF064858.1,0.0012770433
ENO1-AS1,0.0012770433
LINC01554,0.0012770433
RFPL2,0.0012770433
CPLX3,0.0012770433
AL121655.1,0.0012770433
LIX1L-AS1,0.0012770433
CCDC36,0.0012770433
AC121247.1,0.0012770433
AL109811.1,0.0012770433
CFAP54,0.0012770433
SLC35D3,0.0012770433
AC124312.3,0.0012770433
SAA1,0.0012770433
AC092902.3,0.0012770433
AC211433.2,0.0012770433
LY6G6C,0.0012770433
NKAPL,0.0012770433
SH2D1A,0.0012770433
CLEC9A,0.0012770433
AL031768.1,0.0012770433
AC018521.2,0.0012770433
AC120036.4,0.0012770433
SLCO4A1-AS1,0.0012770433
AC012603.1,0.0012770433
AL031848.2,0.0012770433
CLDN10,0.0012770433
FOXN1,0.0012520032
AL031665.2,0.0012520032
MALINC1,0.0012520032
CYP4B1,0.0012520032
AP001476.1,0.0012520032
AL356234.2,0.0012520032
AC093673.2,0.0012520032
SYN3,0.0012520032
TNFRSF10C,0.0012520032
RAB40A,0.0012520032
AC016405.3,0.0012520032
SEC14L6,0.0012520032
AP000459.2,0.0012520032
COL6A5,0.0012520032
OTOP3,0.0012520032
CCR5,0.0012520032
AC026367.3,0.0012520032
AL138963.3,0.0012520032
CCDC33,0.0012520032
TRGC1,0.0012520032
AC009630.1,0.0012520032
AC008467.1,0.0012520032
AC116348.1,0.0012520032
PCDHGC3,0.0012520032
PTPRT,0.0012520032
ADGRA1,0.0012520032
ST8SIA5,0.0012520032
AC004158.1,0.0012520032
AGBL4,0.0012520032
BLACAT1,0.0012520032
SLC22A1,0.0012520032
CTLA4,0.0012520032
AC022893.1,0.0012520032
APOBEC3A,0.0012520032
AC092723.1,0.0012520032
LINC01607,0.0012520032
PTHLH,0.0012520032
TDRD9,0.0012520032
AC091806.1,0.0012520032
CEACAM3,0.0012520032
C20orf202,0.0012269631
LINC00663,0.0012269631
HAO2,0.0012269631
LINC02440,0.0012269631
AL589765.6,0.0012269631
NR0B1,0.0012269631
LINC01412,0.0012269631
AL136531.1,0.0012269631
LIPC,0.0012269631
AL121895.2,0.0012269631
NFYC-AS1,0.0012269631
STEAP1B,0.0012269631
AC121761.1,0.0012269631
GPR3,0.0012269631
EDDM13,0.0012269631
AC119403.1,0.0012269631
LINC02126,0.0012269631
AL096701.3,0.0012269631
AC079328.2,0.0012269631
AL139099.1,0.0012269631
C19orf71,0.0012269631
GPR158,0.0012269631
AL139286.2,0.0012269631
AC009318.3,0.0012269631
FAM19A3,0.0012269631
GGN,0.0012269631
AC109347.2,0.0012269631
TNFRSF8,0.0012269631
AL031847.1,0.0012269631
RGPD2,0.0012269631
AC010776.2,0.0012269631
UCA1,0.0012269631
CYP1B1-AS1,0.0012269631
AC005962.1,0.0012269631
MRPS24,0.0012269631
LILRB1,0.0012269631
AC105020.5,0.0012269631
TRPC7-AS1,0.0012269631
CYP17A1-AS1,0.0012269631
FCGR1B,0.0012019231
CAPN11,0.0012019231
RN7SL832P,0.0012019231
DDO,0.0012019231
ACSM1,0.0012019231
RGPD8,0.0012019231
NAT8,0.0012019231
CA3-AS1,0.0012019231
CRB1,0.0012019231
AC009093.1,0.0012019231
AC006547.3,0.0012019231
SOX1-OT,0.0012019231
SMUG1-AS1,0.0012019231
AANAT,0.0012019231
TRIM17,0.0012019231
AL589669.1,0.0012019231
LINC01719,0.0012019231
AL031775.2,0.0012019231
AL158071.5,0.0012019231
AL359881.2,0.0012019231
ABHD1,0.0012019231
LINC02145,0.0012019231
KHDC1L,0.0012019231
AC026471.2,0.0012019231
LINC01979,0.0012019231
AC016876.3,0.0012019231
AC093390.2,0.0012019231
FCN3,0.0012019231
AL133342.1,0.0012019231
AC007952.5,0.0012019231
LINC02356,0.0012019231
CST6,0.0012019231
LRRD1,0.0012019231
LINC01730,0.0012019231
LCA5L,0.0012019231
PQLC2L,0.0012019231
WNT10A,0.0012019231
AC022916.1,0.0012019231
ERICH5,0.0012019231
AC005046.1,0.0012019231
AC007663.2,0.0012019231
AP001351.1,0.0012019231
CFAP157,0.001176883
FER1L5,0.001176883
AL162426.1,0.001176883
TPBGL,0.001176883
AL357673.1,0.001176883
AC096751.2,0.001176883
LINC01229,0.001176883
CCL13,0.001176883
ABHD12B,0.001176883
SOD2-OT1,0.001176883
AC007663.3,0.001176883
AL354696.2,0.001176883
VPS33B-DT,0.001176883
BX323043.1,0.001176883
AC044839.1,0.001176883
C1orf167,0.001176883
RHD,0.001176883
AL158151.4,0.001176883
CFAP74,0.001176883
CCDC110,0.001176883
CDRT1,0.001176883
AC008121.2,0.001176883
AP000255.1,0.001176883
AC012213.3,0.001176883
AC022148.1,0.001176883
AC024243.1,0.001176883
AL157888.1,0.001176883
C7orf25,0.001176883
TSPEAR-AS1,0.001176883
ISM2,0.001176883
FSIP2-AS1,0.001176883
LINC00881,0.001176883
AC114947.2,0.001151843
LINC01160,0.001151843
AP001267.1,0.001151843
IL1RL1,0.001151843
AC048382.5,0.001151843
AL356481.1,0.001151843
ADGRG2,0.001151843
LINC00685,0.001151843
AL008582.1,0.001151843
AC009093.6,0.001151843
SIRPG,0.001151843
AL121987.2,0.001151843
AC069503.1,0.001151843
AC078880.3,0.001151843
EPHA5-AS1,0.001151843
AC090229.1,0.001151843
MGAM2,0.001151843
AL451042.2,0.001151843
LEXM,0.001151843
AC064807.4,0.001151843
BRINP2,0.001151843
AC023590.1,0.001151843
LINC002481,0.001151843
AC092384.1,0.001151843
AC006449.5,0.001151843
LHX4,0.001151843
TNFSF11,0.001151843
DDX43,0.001151843
AC006058.3,0.001151843
AC092954.1,0.001151843
ANGPTL8,0.001151843
KLRC2,0.001151843
HUS1B,0.001151843
AC008966.2,0.001151843
AC131212.1,0.001151843
AC007681.1,0.001151843
AC021504.1,0.001151843
AC022730.4,0.001151843
AC098614.4,0.001151843
NOMO3,0.001151843
CDKL2,0.001151843
KCNC3,0.001151843
DNAH10,0.001151843
AC114341.1,0.001151843
AC112220.2,0.001151843
AC008074.3,0.001151843
AC096586.2,0.001151843
CROCC2,0.001151843
PLA2G2C,0.0011268029
WISP2,0.0011268029
DMRTA1,0.0011268029
AP002449.1,0.0011268029
CHRM3-AS2,0.0011268029
LINC01342,0.0011268029
AL512791.2,0.0011268029
MAGEE2,0.0011268029
SLC25A34-AS1,0.0011268029
AC007220.1,0.0011268029
AC118658.1,0.0011268029
AC012087.1,0.0011268029
LINC01273,0.0011268029
COL4A4,0.0011268029
ALOX12B,0.0011268029
FAM155B,0.0011268029
C2CD4A,0.0011268029
AL133297.2,0.0011268029
AC068870.2,0.0011268029
AL450311.2,0.0011268029
RBM44,0.0011268029
AC023024.1,0.0011268029
AC069200.1,0.0011268029
KDM4A-AS1,0.0011268029
AC016831.7,0.0011268029
FARP1-AS1,0.0011268029
H3F3C,0.0011268029
AC004585.1,0.0011268029
PIWIL1,0.0011268029
LINC02541,0.0011268029
DLEU7,0.0011268029
AC084035.1,0.0011268029
DYNLRB2,0.0011268029
AL022324.3,0.0011268029
AC131235.4,0.0011268029
NOXRED1,0.0011268029
NOS1AP,0.0011268029
AC069222.1,0.0011268029
AC064836.2,0.0011268029
TNFSF14,0.0011268029
NECTIN3-AS1,0.0011268029
CDH26,0.0011268029
AC092903.2,0.0011268029
CCDC148,0.0011017629
AC091043.1,0.0011017629
AC024267.1,0.0011017629
AC006435.3,0.0011017629
AC018653.3,0.0011017629
AL683813.1,0.0011017629
AF038458.2,0.0011017629
U47924.1,0.0011017629
AC093512.1,0.0011017629
AC008875.1,0.0011017629
ART4,0.0011017629
SLX1B,0.0011017629
AC011139.1,0.0011017629
RTL9,0.0011017629
TMEM150B,0.0011017629
AC104667.2,0.0011017629
LINC02588,0.0011017629
GATA3,0.0011017629
AC017002.3,0.0011017629
CCL23,0.0011017629
PCDHA7,0.0011017629
LINC01152,0.0011017629
FAM133A,0.0011017629
AL158196.1,0.0011017629
AC107982.3,0.0011017629
AC104117.5,0.0011017629
PSPC1-AS2,0.0011017629
LRGUK,0.0011017629
AC084782.1,0.0011017629
AL606491.1,0.0011017629
DPH6-DT,0.0011017629
CFAP73,0.0011017629
DNAH3,0.0011017629
MUC16,0.0011017629
AL031123.2,0.0011017629
SHANK1,0.0011017629
AL137796.1,0.0010767228
AC007182.1,0.0010767228
AC130352.1,0.0010767228
AL928654.1,0.0010767228
MIS18A-AS1,0.0010767228
LVRN,0.0010767228
AC073352.1,0.0010767228
AC026367.2,0.0010767228
AC105760.2,0.0010767228
EPX,0.0010767228
ACP7,0.0010767228
LRRTM3,0.0010767228
KLHL33,0.0010767228
AC010336.2,0.0010767228
LINC01475,0.0010767228
PIK3C2G,0.0010767228
TM4SF19-AS1,0.0010767228
MARCH11,0.0010767228
AC019193.2,0.0010767228
LINC01816,0.0010767228
AL355312.4,0.0010767228
GPR12,0.0010767228
IL2RA,0.0010767228
AC091167.5,0.0010767228
ARHGEF7-AS2,0.0010767228
KCTD8,0.0010767228
OSGEPL1-AS1,0.0010767228
AL353751.1,0.0010767228
PRKAR2A-AS1,0.0010767228
RBPMS-AS1,0.0010767228
LINC02036,0.0010767228
PCAT1,0.0010767228
AL358472.4,0.0010767228
AC099518.2,0.0010767228
AQP6,0.0010767228
CILP2,0.0010767228
AC087392.3,0.0010767228
AC005498.1,0.0010767228
LINC02210-CRHR1,0.0010767228
AC092834.1,0.0010767228
AL353593.1,0.0010767228
AL445231.1,0.0010767228
AL137026.1,0.0010767228
AC053503.2,0.0010767228
CCDC178,0.0010767228
MTRNR2L1,0.0010767228
PTCHD4,0.0010767228
MDGA2,0.0010767228
OTOGL,0.0010516827
OSM,0.0010516827
HAP1,0.0010516827
LINC00907,0.0010516827
AC015909.2,0.0010516827
MEIG1,0.0010516827
MS4A2,0.0010516827
AC016831.5,0.0010516827
ENAM,0.0010516827
ZC3HAV1L,0.0010516827
POU2F3,0.0010516827
CACNA1C-AS2,0.0010516827
NFE4,0.0010516827
AC011447.3,0.0010516827
LINC00957,0.0010516827
AC022558.3,0.0010516827
AL442663.3,0.0010516827
AL132822.1,0.0010516827
AC243829.1,0.0010516827
MCMDC2,0.0010516827
AF111167.2,0.0010516827
HCN1,0.0010516827
GP1BA,0.0010516827
WFDC10B,0.0010516827
AL121829.2,0.0010516827
OR7D2,0.0010516827
AC020594.1,0.0010516827
LINC01198,0.0010516827
ARRDC3-AS1,0.0010516827
LINC02302,0.0010516827
HOXC11,0.0010516827
SLAMF1,0.0010516827
AC011444.1,0.0010516827
ITLN2,0.0010516827
CLN6,0.0010516827
LRRC37A,0.0010516827
AC024257.3,0.0010516827
NUTM2D,0.0010516827
CEACAM8,0.0010516827
XCL2,0.0010516827
KCNH1,0.0010516827
MAST4-AS1,0.0010516827
AC017071.1,0.0010516827
LRRIQ3,0.0010516827
MSH4,0.0010516827
AL137145.2,0.0010516827
TRH,0.0010516827
RORA-AS1,0.0010516827
DLG3-AS1,0.0010516827
HIST1H2AI,0.0010516827
CU639417.3,0.0010516827
HIST1H2BB,0.0010516827
LINC02405,0.0010516827
ZNF99,0.0010516827
AC099850.1,0.0010266426
AL645728.1,0.0010266426
LINC01644,0.0010266426
AC127070.1,0.0010266426
TREM2,0.0010266426
ADORA2A,0.0010266426
AC005280.2,0.0010266426
AF196972.1,0.0010266426
LINC02532,0.0010266426
LINC00629,0.0010266426
AC037459.2,0.0010266426
AL121899.1,0.0010266426
KRTAP5-9,0.0010266426
AC008494.3,0.0010266426
OGFR-AS1,0.0010266426
LINC00964,0.0010266426
LOR,0.0010266426
TMEM72-AS1,0.0010266426
SEPT7-AS1,0.0010266426
AC010680.4,0.0010266426
FGL1,0.0010266426
ERVFRD-1,0.0010266426
SDS,0.0010266426
SH3RF3-AS1,0.0010266426
KCNK16,0.0010266426
INHBB,0.0010266426
AC112503.1,0.0010266426
CFHR1,0.0010266426
AC073611.1,0.0010266426
AC073869.3,0.0010266426
Z83851.2,0.0010266426
MAB21L3,0.0010266426
LINC01301,0.0010266426
RORB,0.0010266426
VWA3A,0.0010266426
AP006333.1,0.0010266426
ANKFN1,0.0010266426
AC145124.1,0.0010266426
TCERG1L,0.0010266426
AC003681.1,0.0010266426
AC009962.1,0.0010266426
PRR18,0.0010266426
CDH12,0.0010266426
IL21R-AS1,0.0010266426
TMC2,0.0010266426
ALPG,0.0010266426
MCPH1-AS1,0.0010266426
KCNC2,0.0010266426
TMEM235,0.0010266426
RNU6ATAC35P,0.0010266426
SUCLG2-AS1,0.0010266426
FAM221B,0.0010016026
MS4A3,0.0010016026
AC091133.2,0.0010016026
CASC18,0.0010016026
AC003965.1,0.0010016026
TFAP2E,0.0010016026
GCKR,0.0010016026
Z73429.1,0.0010016026
RPH3A,0.0010016026
KRT81,0.0010016026
GPR174,0.0010016026
AL138885.3,0.0010016026
GPLD1,0.0010016026
AC004264.1,0.0010016026
MYBPC3,0.0010016026
AC008738.3,0.0010016026
HEXA-AS1,0.0010016026
PFKFB1,0.0010016026
AC139100.1,0.0010016026
AP002852.1,0.0010016026
ANKRD20A4,0.0010016026
ADRA1A,0.0010016026
GRAPL,0.0010016026
AC078909.1,0.0010016026
DANT2,0.0010016026
SNTG2,0.0010016026
PADI4,0.0010016026
AC002456.1,0.0010016026
CACNG8,0.0010016026
EBLN2,0.0010016026
IDI2-AS1,0.0010016026
CDH10,0.0010016026
AC004520.1,0.0010016026
CSMD2,0.0010016026
LINC01781,0.0010016026
AL359764.1,0.0010016026
SYT3,0.0010016026
AC010307.4,0.0010016026
DNAJC9-AS1,0.0010016026
TTC23L,0.0010016026
AC233992.3,0.0010016026
LINC02106,0.0010016026
LINC02487,0.0010016026
AC005592.1,0.0010016026
AL590999.1,0.0010016026
AC093151.2,0.0010016026
AC010247.2,0.0010016026
RAB43,0.0010016026
AC106052.1,0.0010016026
TRIM54,0.0010016026
AL034417.4,0.0010016026
LINC01481,0.0010016026
AL022341.1,0.0010016026
AP005482.1,0.0010016026
AL121890.3,0.0009765625
AC004943.3,0.0009765625
AL139412.1,0.0009765625
C2CD6,0.0009765625
C21orf62-AS1,0.0009765625
LINC01876,0.0009765625
PCDHA1,0.0009765625
AC022706.1,0.0009765625
HIST1H3I,0.0009765625
AC079630.1,0.0009765625
AL021392.1,0.0009765625
HIPK1-AS1,0.0009765625
AC127537.1,0.0009765625
AL513318.2,0.0009765625
LY6K,0.0009765625
AP000322.1,0.0009765625
ZYG11A,0.0009765625
AC097468.1,0.0009765625
GDPD1,0.0009765625
CASC1,0.0009765625
AC116447.1,0.0009765625
LINC01703,0.0009765625
ERICH2,0.0009765625
PFN3,0.0009765625
CCDC89,0.0009765625
RNF183,0.0009765625
MIR181A1HG,0.0009765625
PGLYRP1,0.0009765625
AC007262.2,0.0009765625
BCDIN3D-AS1,0.0009765625
ACVR2B-AS1,0.0009765625
AL139339.2,0.0009765625
GZMH,0.0009765625
PZP,0.0009765625
KLHL30,0.0009765625
LINC00265,0.0009765625
DNAH5,0.0009765625
ACOXL,0.0009765625
AP000487.1,0.0009765625
FETUB,0.0009765625
POU5F2,0.0009765625
ANGPT4,0.0009765625
CXCL9,0.0009765625
VWDE,0.0009765625
AL365226.1,0.0009765625
PLD5,0.0009765625
AL603910.1,0.0009765625
S100A1,0.0009765625
GGT2,0.0009765625
AC091057.2,0.0009765625
HMSD,0.0009765625
AC090912.2,0.0009765625
ANKRD20A3,0.00095152244
AC090527.3,0.00095152244
AL121917.2,0.00095152244
PNMA5,0.00095152244
IL36G,0.00095152244
LINC01933,0.00095152244
AC074386.1,0.00095152244
TCL1B,0.00095152244
AL512329.2,0.00095152244
IGLC5,0.00095152244
LINC01270,0.00095152244
SIGLEC5,0.00095152244
AC004865.2,0.00095152244
AC026367.1,0.00095152244
AL021154.1,0.00095152244
S100A3,0.00095152244
DNAH12,0.00095152244
PROSER2-AS1,0.00095152244
HCRTR1,0.00095152244
KRT86,0.00095152244
AC211476.2,0.00095152244
AC025171.2,0.00095152244
EWSAT1,0.00095152244
AL136162.1,0.00095152244
LINC01354,0.00095152244
AC017083.2,0.00095152244
HAS1,0.00095152244
PRSS42,0.00095152244
NPFFR1,0.00095152244
CD300C,0.00095152244
LINC00570,0.00095152244
AC080013.5,0.00095152244
CORIN,0.00095152244
FOXE3,0.00095152244
AL358781.2,0.00095152244
PCDHGB7,0.00095152244
SFTPD-AS1,0.00095152244
TDRD5,0.0009264824
AC007029.1,0.0009264824
AC009088.1,0.0009264824
GEMIN7-AS1,0.0009264824
AL162171.2,0.0009264824
LINC00968,0.0009264824
LINC01772,0.0009264824
MPIG6B,0.0009264824
ZNF208,0.0009264824
AC090922.1,0.0009264824
MMP27,0.0009264824
AC130343.2,0.0009264824
GACAT2,0.0009264824
AL583722.2,0.0009264824
IGFBPL1,0.0009264824
AP001059.3,0.0009264824
PLA2G4E,0.0009264824
NUGGC,0.0009264824
TAS1R1,0.0009264824
GRM4,0.0009264824
RGL4,0.0009264824
AL139385.1,0.0009264824
AC069234.5,0.0009264824
AC005790.1,0.0009264824
AC020659.1,0.0009264824
ICOS,0.0009264824
ANXA9,0.0009264824
LINC01738,0.0009264824
RAB4B,0.0009264824
ZIC2,0.0009264824
PYHIN1,0.0009264824
AL034405.1,0.0009264824
AC087393.2,0.0009264824
AC046143.2,0.0009264824
AP006545.2,0.0009264824
AC133540.1,0.0009264824
AC105020.6,0.0009264824
RHCG,0.0009264824
SLC8A3,0.0009264824
UPK1B,0.0009264824
AC026992.2,0.0009264824
AL355802.2,0.0009264824
AC004943.1,0.0009264824
Z98200.1,0.0009264824
AC069503.2,0.0009014423
AC084809.1,0.0009014423
AL022068.1,0.0009014423
NIM1K,0.0009014423
KIAA1210,0.0009014423
KCNJ6,0.0009014423
PLEKHG7,0.0009014423
AL137230.1,0.0009014423
TPTE2,0.0009014423
ULBP2,0.0009014423
SLC45A2,0.0009014423
AC106739.1,0.0009014423
AP001269.2,0.0009014423
KRT12,0.0009014423
ZNF483,0.0009014423
AC105411.1,0.0009014423
SMIM25,0.0009014423
AC129492.1,0.0009014423
TKTL1,0.0009014423
SDR42E2,0.0009014423
C19orf84,0.0009014423
MT1HL1,0.0009014423
LGALS8-AS1,0.0009014423
ALS2CR12,0.0009014423
C1orf194,0.0009014423
FAM157C,0.0009014423
AC092835.1,0.0009014423
GPR18,0.0009014423
AC019197.1,0.0009014423
LHFPL5,0.0009014423
LINC01936,0.00087640225
LINC01694,0.00087640225
SMCR2,0.00087640225
AC079209.1,0.00087640225
EOMES,0.00087640225
LEKR1,0.00087640225
BX284668.6,0.00087640225
REG3G,0.00087640225
AL031772.1,0.00087640225
SLC16A6,0.00087640225
AC245140.2,0.00087640225
LINC02256,0.00087640225
GPR88,0.00087640225
MRVI1-AS1,0.00087640225
DNAAF1,0.00087640225
AC012636.1,0.00087640225
AL355073.2,0.00087640225
AC093627.6,0.00087640225
NKX1-2,0.00087640225
IL18RAP,0.00087640225
LILRA5,0.00087640225
TMEM105,0.00087640225
AC005740.4,0.00087640225
RBM14-RBM4,0.00087640225
PLAC1,0.00087640225
AC116609.3,0.00087640225
ZNF341-AS1,0.00087640225
AC004490.1,0.00087640225
AC092354.1,0.00087640225
AL391095.1,0.00087640225
GPHA2,0.00087640225
MAFIP,0.00087640225
DSCR9,0.00087640225
AC083805.1,0.00087640225
IRF9,0.00087640225
AC010735.2,0.00087640225
KCNJ10,0.00087640225
AC005339.1,0.00087640225
SMIM11A,0.00087640225
AL354861.3,0.00087640225
MIR1-1HG,0.00087640225
PKN2-AS1,0.00087640225
AC068790.8,0.00087640225
SLC13A5,0.00087640225
GLRA4,0.00087640225
ANXA8L1,0.00087640225
EFCAB12,0.00087640225
WEE2,0.00087640225
AL139020.1,0.00087640225
SEPT4-AS1,0.00087640225
AC116535.1,0.0008513622
GRIN2A,0.0008513622
AL050403.2,0.0008513622
CXCR6,0.0008513622
AC022079.2,0.0008513622
LINC00607,0.0008513622
GLUD2,0.0008513622
IGFBP1,0.0008513622
AC092384.2,0.0008513622
RXFP1,0.0008513622
AC019257.2,0.0008513622
DGCR9,0.0008513622
STON1-GTF2A1L,0.0008513622
OXGR1,0.0008513622
AL136038.5,0.0008513622
KLRF1,0.0008513622
DLGAP1-AS3,0.0008513622
AL445250.1,0.0008513622
EYS,0.0008513622
CASTOR2,0.0008513622
AL359881.3,0.0008513622
SRY,0.0008513622
